iter	RMSE
0	0.9376779812
1	0.9061616467
2	0.8767796718
3	0.8475410015
4	0.8201451187
5	0.7934468412
6	0.7674075501
7	0.7422195637
8	0.7188275713
9	0.6948828027
10	0.6720072939
11	0.6494253298
12	0.6294805063
13	0.6089379445
14	0.590459721
15	0.5705415702
16	0.5514497931
17	0.5344532877
18	0.5169963242
19	0.5024851973
20	0.4870318553
21	0.4718169205
22	0.4575640484
23	0.4434620576
24	0.4303176336
25	0.4176728802
26	0.4051619779
27	0.3930948036
28	0.3812056096
29	0.3702083947
30	0.359918076
31	0.3489693737
32	0.3389167493
33	0.3285624915
34	0.318863876
35	0.3091462513
36	0.3002191302
37	0.2917211236
38	0.2825789961
339	0.2721658278
40	0.2641071618
41	0.2564594868
42	0.2493123391
43	0.2424897678
44	0.2360847984545	0.22924743546	0.2253419661
47	0.2190508531
48	0.2128390163
4949	0.2039704144
50	0.1982188669
51	0.19281469352	0.1906784565
53	0.1857981916
54	0.1805136991
5555	0.1726270215656	0.1681159611
57	0.163701041
58	0.1593115287
59	0.1555069473
60	0.1514354426
61	0.1477389937
62	0.14373693
63	0.1401651776
664	0.1397842802
65	0.1365619265
66	0.133204042167	0.1272136418
68	0.1241028271
69	0.1212789917
70	0.1183287054
71	0.1158096807
72	0.1135068956
73	0.1108930601
74	0.1085432312
75	0.106171304
76	0.1039392255
77	0.1017187375
78	0.09970738864
79	0.0976522416
80	0.09571970913
81	0.09404613553
82	0.09252302578
83	0.09080657549
84	0.08901710411
85	0.08761747236
86	0.08601207173
87	0.08445664775
88	0.0830484215
89	0.081670754
90	0.08026516315
91	0.07914156815
92	92	0.0806978393	093	0.0795617394	094	0.07840447642
95	0.07715189891
96	0.0760269797	0.07247923699
98	0.07148887596
99	0.07077342746
100	100	0.0720796768
101	0.07103547794
102	0.07008041005
103	0.06914321434
104	0.06831473399
105	0.06762934979
106	0.06691526193
107	0.06624094963
108	0.06554816016
109	0.06475167702
110	0.06397345083
111	0.06340249189
112	0.062757409
113	0.06210674818
114	0.06144564403
115	0.06074916891
116	0.06004820709
117	0.05945820569
118	0.05904516411
119	0.05844111966
120	0.05793494657
121	0.05727365115
122	0.05671786716
123	0.05660603293
124	0.05603412932
125	0.05560011301
126	0.05510141888
127	0.05500007016
128	0.05486094714
129	0.0545999848
130	0.05424539915
131	0.05382249114
132	0.05356979584
133	0.05317675134
134	0.05282884537
135	0.052376891
136	0.05205000639
137	0.05162594628
138	0.05136067973
139	0.05102545597
140	0.05090371538
141	0.05061249095
142	0.05035495011
143	0.0500463858
144	0.04996306306
145	0.04965356453
146	0.04930187557
147	0.04889352043
148	0.04877251201
149	0.04850437579
150	0.04843445561
151	0.04807901093
152	0.04775999342
153	0.04761260575
154	0.04731537781
155	0.04694596553
156	0.04669298387
157	0.04658512813
158	0.04636889733
159	0.04605921903
160	0.04581746591
161	0.04576513036
162	0.04570947199
163	0.04545209598
164	0.0451245488
165	0.04507132531
166	0.04492318871
167	0.04464659544
168	0.0444234677
169	0.04420541952
170	0.04401161582
171	0.04385066026
172	0.04361904281
173	0.04333175728
174	0.04308014312
175	0.04291359035
176	0.04270078437
177	0.04255945627
178	0.0423194082
179	0.04206183543
180	0.04194631873
181	0.04172193382
182	0.04160906806
183	0.04145762722
184	0.04111187284
185	0.04090107996
186	0.04074002823
187	0.04066287932
188	0.04059602461
189	0.04056039106
190	0.04034930528
191	0.04010059605
192	0.03991752807
193	0.03986703256
194	0.03979814116
