iter	Passed	Remaining
319	306	650
320	306	648
321	307	647
322	307	644
323	308	642
324	312	649
325	314	649
326	315	649
327	316	647
328	317	646
329	317	644
330	317	642
331	318	640
332	319	639
333	320	638
334	320	636
335	320	634
336	321	632
337	321	629
338	322	628
339	322	626
340	323	625
341	324	624
342	324	621
343	325	620
344	325	618
345	326	616
346	326	614
347	326	612
348	327	610
349	327	608
350	328	606
351	328	604
352	328	602
353	329	600
354	330	601
355	331	599
356	331	597
357	332	595
358	332	593
359	332	591
360	333	589
361	335	591
362	337	591
363	337	589
364	338	588
365	338	586
366	338	584
367	339	582
368	339	580
369	340	578
370	340	577
371	340	575
372	341	573
373	341	571
374	341	569
375	342	568
376	342	566
377	343	564
378	343	562
379	343	561
380	345	561
381	346	560
382	346	558
383	347	556
384	347	555
385	347	553
386	348	551
387	348	549
388	349	548
389	349	546
390	349	544
391	350	543
392	350	541
393	351	539
394	351	538
395	351	536
396	352	534
397	352	533
398	352	531
399	353	530
400	353	528
401	354	526
402	354	525
403	354	523
404	355	521
405	355	520
406	356	518
407	357	518
408	357	516
409	357	515
410	358	513
411	358	511
412	359	510
413	359	508
414	359	507
415	360	505
416	360	504
417	361	502
418	361	501
419	362	499
420	362	498
421	362	496
422	365	497
423	365	496
424	365	494
425	366	493
426	366	491
427	367	490
428	367	488
429	367	487
430	368	485
431	368	484
432	368	483
433	369	481
434	369	480
435	370	478
436	370	477
437	370	475
438	371	474
439	372	473
440	372	472
441	372	470
442	373	469
443	373	467
444	374	466
445	374	465
446	374	463
447	375	462
448	375	460
449	375	459
450	376	458
451	376	456
452	377	454	453	377	455	454	377	456	455	378	457	456	378	458	457	378	459	458	379	460	385	451
461	460	380	462	461	380	463	462	380	464	463	381	440
464	381	439
465	382	438
466	382	436
467	383	435
468	383	434
469	383	432
470	383	472	471	384	473	472	384	428
473	385	427
474	385	426
475	385	424
476	386	423
477	386	422
478	387	421
479	387	419
480	387	418
481	388	417
482	388	484	483	390	416
484	391	415
485	391	414
486	395	416
487	395	415
488	396	413
489	396	412
490	396	411
491	397	410
492	397	408
493	398	407
494	398	406
495	398	497	405	409
498	497	400	499	498	400	500	499	400	501	500	402	400
501	403	399
502	403	398
503	404	397
504	404	396
505	405	395
506	405	394
507	405	393
508	406	391
509	406	390
510	406	389
511	407	388
512	407	387
513	408	385
514	408	384
515	408	383
516	409	382
517	409	381
518	410	380
519	410	379
520	411	522	521	412	523	419	380
524	420	380
525	420	379
526	421	378
527	526	417	374
527	418	374
528	418	373
529	419	372
530	420	371
531	421	370
532	422	370
533	423	369
534	423	536	431	371
537	431	370
538	433	370
539	434	369
540	434	369
541	435	367
542	435	366
543	436	365
544	438	366
545	439	365
546	439	364
547	440	363
548	441	362
549	441	361
550	442	360
551	442	359
552	442	357
553	444	357
554	444	356
555	444	355
556	446	355
557	447	354
558	447	353
559	448	352
560	448	351
561	449	349
562	449	348
563	449	347
564	450	346
565	450	345
566	450	344
567	451	343
568	451	342
569	452	341
570	569	446	571	570	447	572	571	448	573	455	338
574	457	338
575	458	337
576	458	336
577	459	335
578	459	334
579	459	332
580	461	332
581	461	331
582	462	330
583	462	329
584	463	328
585	464	327
586	464	326
587	464	325
588	465	324
589	465	323
590	466	322
591	466	321
592	467	320
593	467	319
594	467	318
595	468	317
596	468	316
597	469	315
598	470	315
599	471	314
600	471	313
601	472	312
602	601	466	603	602	468	308
603	469	307
604	469	306
605	469	305
606	471	305
607	472	304
608	473	304
609	473	303
610	474	301
611	474	613	612	475	300
613	475	299
614	477	298
615	477	297
616	478	297
617	481	297
618	483	297
619	483	296
620	484	295
621	484	294
622	485	294
623	487	293
624	488	293
625	489	292
626	489	291
627	489	290
628	490	289
629	490	288
630	491	287
631	491	286
632	491	285
633	492	284
634	492	283
635	493	282
636	493	281
637	495	281
638	496	280
639	497	279
640	499	279
641	499	278
642	500	277
643	502	277
644	502	276
645	503	275
646	503	274
647	504	273
648	504	273
649	506	272
650	506	271
651	507	270
652	507	269
653	508	268
654	508	267
655	509	267
656	509	266
657	509	265
658	510	264
659	511	263
660	512	262
661	512	261
662	512	260
663	513	259
664	513	258
665	513	257
666	514	256
667	514	255
668	515	254
669	518	255
670	518	254
671	518	253
672	519	252
673	519	251
674	519	250
675	520	249
676	520	248
677	521	247
678	521	246
679	521	245
680	522	244
681	522	243
682	523	242
683	524	242
684	525	241
685	525	240
686	526	239
687	526	238
688	526	237
689	527	236
690	527	235
691	528	235
692	528	234
693	528	233
694	529	232
695	529	231
696	530	230
697	530	229
698	530	228
699	531	227
700	532	226
701	532	226
702	532	225
703	533	224
704	533	223
705	534	222
706	534	221
707	535	220
708	535	219
709	535	218
710	536	712	546	219
713	546	218
714	546	218
715	547	217
716	547	216
717	548	215
718	548	214
719	548	213
720	549	212
721	552	212
722	553	212
723	554	211
724	554	210
725	555	209
726	555	208
727	555	207
728	556	206
729	556	205
730	556	204
731	557	204
732	557	203
733	558	202
734	558	201
735	559	200
736	559	199
737	562	199
738	563	199
739	564	198
740	565	197
741	567	197
742	573	198
743	573	197
744	575	196
745	576	196
746	582	197
747	589	198
748	589	197
749	590	196
750	590	195
751	607	200
752	608	199
753	608	198
754	608	197
755	609	196
756	609	195
757	610	194
758	611	194
759	612	193
760	612	192
761	613	191
762	613	190
763	615	189
764	615	189
765	615	188
766	616	187
767	617	186
768	617	185
769	618	184
770	618	183
771	618	182
772	619	181
773	632	184
774	633	183
775	633	182
776	635	182
777	636	181
778	637	180
779	638	180
780	639	179
781	639	178
782	640	177
783	640	176
784	642	175
785	643	175
786	643	174
787	644	173
788	645	172
789	646	171
790	647	171
791	647	170
792	648	169
793	649	168
794	649	167
795	650	166
796	650	165
797	651	164
798	651	163
799	653	163
800	653	162
801	653	161
802	654	160
803	655	159
804	655	158
805	656	157
806	657	157
807	657	156
808	659	155
809	659	154
810	660	153
811	660	152
812	661	152
813	661	151
814	663	150
815	664	149
816	664	148
817	664	147
818	665	147
819	666	146
820	667	145
821	667	1482822	668	143
823	669	142
824	669	142
825	670	1482826	670	1483827	671	1383828	672	13832	672	134
833	674	134
834	674	133
835	675	132
836	675	131
837	676	130
838	676	129
839	676	128
84837	678	1384838	679	130
839	679	129
840	679	128
841	680	127
842	680	126
843	681	125
844	681	1284845	681	1284846	682	1285847	682	12851	685	119
852	685	118
853	686	117
854	686	116
855	686	115
856	687	114
857	687	113
858	688	112
859	688	112
860	688	111
861	689	110
862	689	109
863	690	108
864	690	107
865	690	106
866	691	106
867	691	105
868	691	104
869	692	103
870	692	102
871	693	101
872	693	100
873	693	100
874	694	99
875	694	98
876	695	97
877	695	96
878	695	95
879	696	94
880	696	94
881	697	93
882	697	92
883	697	91
884	700	90
885	700	90
886	701	89
887	701	88
888	701	87
889	702	86
890	702	85
891	703	85
892	703	84
893	703	83
894	705	82
895	892	706896	893	706897	894	708	83
895	708899	896	709900	897	709901	898	710902	899	711	79
900	712	78
901	713	77
902	713	76
903	714	75
904	714	74
905	714	74
906	717	73
907	718	72
908	718	71
909	719	71
910	719	70
911	720	69
912	720	68
913	720	67
914	721	66
915	721	66
916	722	65
917	722	64
918	722	63
919	723	62
920	723	62
921	723	61
922	724	60
923	724	59
924	725	58
925	725	57
926	725	57
927	726	56
928	726	55
929	726	54
930	727	53
931	727	53
932	728	52
933	728	51
934	728	50
935	729	49
936	729	49
937	730	48
938	730	47
939	730	46
940	731	45
941	731	45
942	732	44
943	732	43
944	733	42
945	733	41
946	733	41
947	734	40
948	734	39
949	735	38
950	735	37
951	736	37
952	736	36
953	737	35
954	738	34
955	739	34
956	740	33
957	740	32
958	741	31
959	741	30
960	742	30
961	742	29
962	742	28
963	743967	743	24
968	745	23
969	745	23
970	747	22
971	747	21
972	747	20
973	748	19
974	749	19
975	750	18
976	751	17
977	751	16
978	751	16
979	752	15
980	753	14
981	753	13
982	754	13
983	754	12
984	755	11
985	755	10
986	756	9
987	756	9
988	757	8
989	758	7
990	758	6
991	759	6
992	759	5
993	759	4
994	760	3
995	760	3
996	760	2
997	761	1
998	761	0
999	762	0
995	748	3
996	748	2
997	749	1
998	749	0
999	750	0
