iter	Logloss
122	0.5095200079
123	0.5084941978
124	0.5075503062
125	0.5062391475
126	0.5053236203
127	0.5039661106
128	0.5028013368
129	0.5020611292
130	0.5006652186
131	0.4999830394
132	0.4990330949
133	0.4982792378
134	0.4973816725
135	0.4964801399
136	0.4955424657
137	0.4943636707
138	0.4935483356
139	0.4925484547
140	0.4913188396
141	0.4906591754
142	0.4895814167
143	0.4885049927
144	0.4873912784
145	0.4866723871
146	0.485650691
147	0.4849805686
148	0.4837046626
149	0.4825598493
150	0.4813917336
151	0.4797646044
152	0.4785920784
153	0.4773197301
154	0.4763004625
155	0.4747747459
156	0.4741584155
157	0.4729048556
158	0.4717915899
159	0.4708395829
160	0.4701117923
161	0.4694517855
162	0.4684928255
163	0.4672910057
164	0.4661775271
165	0.4654494383
166	0.4640345755
167	0.4628344086
168	0.4611808968
169	0.4601744459
170	0.4593477987
171	0.4581592835
172	0.4570229926
173	0.4561723921
174	0.4554923361
175	0.4545306688
176	0.4539512425
177	0.453352326
178	0.4524374015
179	0.4517253475
180	0.450826814
181	0.4499039355
182	0.4486499033
183	0.4478661133
184	0.4469336252
185	0.4459581302
186	0.4453356656
187	0.4443753386
188	0.4433380373
189	0.4422832547
190	0.4413602072
191	0.4403814898
192	0.4395822714
193	0.4387972504
194	0.4381682602
195	0.4373959071
196	0.4366754127
197	0.4359612066
198	0.435222834
199	0.4340358592
200	0.4330191183
201	0.4319571871
202	0.4311241035
203	0.4302628019
204	0.4292325099
205	0.4280815657
206	0.4271135701
207	0.4262630255
208	0.4251060329
209	0.4247137964
210	0.4239988401
211	0.4232670119
212	0.4223606669
213	0.4214054204
214	0.4204913558
215	0.41956545
216	0.4186861735
217	0.4180883079
218	0.4174473186
219	0.4163929738
220	0.4154996693
221	0.4143843567
222	0.4136204493
223	0.4125689852
224	0.4117306054
225	0.411205492
226	0.4103392581
227	0.4094851742
228	0.4088033915
229	0.4079685479
230	0.4072688238
231	0.406446206
232	0.4057177856
233	0.4051620014
234	0.4044270686
235	0.4038171235
236	0.4026770811
237	0.4019259642
238	0.4009968646
239	0.4000744626
240	0.3993875913
241	0.3984938597
242	0.397880258
243	0.3973491842
244	0.3968014409
245	0.3961074794
246	0.395413193
247	0.3945464451
248	0.3938300574
249	0.3933326669
250	0.3927775034
251	0.3919397476
252	0.3912064723
253	0.3906080992
254	0.3900135381
255	0.3891720206
256	0.3884153302
257	0.3876030386
258	0.3870891468
259	0.3864228431
260	0.3853631972
261	0.3848216422
262	0.3837021473
263	0.3827584219
264	0.3820615767
265	0.3810771474
266	0.3803158138
267	0.3795956035
268	0.3791144303
269	0.3785424528
270	0.3779124993
271	0.3770701874
272	0.3762010628
273	0.375678831
274	0.3749897029
275	0.3746945593
276	0.3739022421
277	0.3730092565
278	0.3723011277
279	0.3718491866
280	0.3712181366
281	0.3705242478
282	0.3697447875
283	0.3691552486
284	0.3684256709
285	0.36782345
286	0.3672624929
287	0.3666966494
288	0.3660467325
289	0.3654465054
290	0.3647916716
291	0.3643301863
292	0.3636654321
293	0.3632789431
294	0.3628535681
295	0.3623132227
296	0.3614771099
297	0.3609204426
298	0.3604548492
299	0.3596348306
300	0.3590572841
301	0.3582217162
302	0.3576817539
303	0.3569298644
304	0.3562588333
305	0.3555815996
306	0.3550756992
307	0.3541613021
308	0.3533451657
309	0.3525947455
310	0.3517252889
311	0.3509940329
312	0.3503333083
313	0.3493780619
314	0.3487780951
315	0.3482924955
316	0.347853698
317	0.347321932
318	0.3466835703
319	0.346279631
320	0.3458455253
321	0.3447013451
322	0.3443407839
323	0.3438214098
324	0.3430109018
325	0.3425960115
326	0.3419406138
327	0.3413938312
328	0.3406180897
329	0.3397716795
330	0.3391226298
331	0.3384525513
332	0.3376963759
333	0.3372571555
334	0.3363812696
335	0.3358010917
336	0.3352643267
337	0.3345512679
338	0.3338433924
339	0.3333845625
340	0.3327399779
341	0.3322167615
342	0.3320048941
343	0.3314413589
344	0.330787705
345	0.3301280334
346	0.3296685101
347	0.3290208171
348	0.3283558312
349	0.3278983852
350	0.3273216138
351	0.3268368993
352	0.3263398103
353	0.3260028113
354	0.3253890656
355	0.3246651531
356	0.3240942236
357	0.3237466017
358	0.3233758545
359	0.3228577272
360	0.3224095785
361	0.3217875552
362	0.3212608897
363	0.3205213292
364	0.3200865566
365	0.3193532648
366	0.3190050101
367	0.3186800556
368	0.3181860931
369	0.3175828023
370	0.3168755028
371	0.3164888239
372	0.3160714516
373	0.3153070142
374	0.3150732145
375	0.3145789718
376	0.313886624
377	0.3131917546
378	0.3124515383
379	0.3119521614
380	0.3114921927
381	0.3109242706
382	0.3101786708
383	0.3093372161
384	0.3087693155
385	0.3081256613
386	0.3076835595
387	0.3073273275
388	0.3069296921
389	0.3064415352
390	0.3059900828
391	0.305437558
392	0.3049325233
393	0.3042969773
394	0.3039814215
395	0.3034717612
396	0.3029362563
397	0.3025435759
398	0.3019830067
399	0.3014391204
400	0.3010224747
401	0.3004435806
402	0.299921928
403	0.2994865546
404	0.2990321824
405	0.2984731719
406	0.2981050735
407	0.2978579856
408	0.2975398548
409	0.2968239538
410	0.2965842364
411	0.2961803788
412	0.2954843471
413	0.2949765315
414	0.2944421276
415	0.2938146239
416	0.2931120031
417	0.2925609048
418	0.2920576561
419	0.2915307669
420	0.2909598235
421	0.2906341556
422	0.2900207868
423	0.2892918833
424	0.288553012
425	0.2878807301
426	0.2872893114
427	0.286522375
428	0.2861905623
429	0.2857784322
430	0.2852377342
431	0.284887212
432	0.2843788061
433	0.2839473546
434	0.2836671235
435	0.2831291791
436	0.2826082336
437	0.2820961278
438	0.2816310816
439	0.2809257634
440	0.2805124024
441	0.2800465649
442	0.2796163511
443	0.2793587698
444	0.2789428202
445	0.2783575568
446	0.2780069029
447	0.2775495743
448	0.277202112
449	0.2766234245
450	0.2762085399
451	0.2759000782
452	0.2754510138
453	0.2751298733
454	0.2748374403
455	0.2744027989
456	0.2740492018
457	0.2736381996
458	0.2734920064
459	0.27460	0.268460	0.2727778425
461	0.2724558061
462	0.2719267061
463	0.2713644149
464	0.2707865199
465	0.2703058256
466	0.2698940063
467	0.2693527598
468	0.2688440468
469	0.2683409987
470	0.2681359669
471	0.2676670996
472	0.2673594043
473	0.266811084
474	0.2663027028
475	0.2659349166
476	0.2655629093
477	0.2649634579
478	0.2644597594
479	0.2640419021
480	0.2637722971
481	0.2633543942
482	0.2629629834
483	0.2625812985
484	0.2621251544
485	0.2616301648
486	0.2612347821
487	0.2610125862
488	0.260635571
489	0.2602897527
490	0.2600219365
491	0.259569628
492	0.2590053232
493	0.2586525932
494	0.2583153024
495	0.2579163132
4497	0.2538588131497	0.2571224166
498	0.2566576218
499	0.2565013839
500	0.2560345585
501	0.2555446945
502	0.2550273113
503	0.2544585153
504	0.2541433565
505	0.2537685245
506	0.2533955088
507	0.2530396156
508	0.2528413249
509	0.2522555398
510	0.2519885955
511	0.2516215887
512	0.2511991058
513	0.2505696911
514	0.2501824994
515	0.2496867245
516	0.2493299678
517	0.2489141528
518	0.2484871048
519	0.2480990086
520	0.24773020252521	0.247424563523	0.2435697854
524	0.2431303145
525	0.2427673987
526	0.242342025
527526	0.2453227436
527	0.2450192831
528	0.2444769353
529	0.244212177
530	0.243913704
531	0.243555164
532	0.2432001129
533	0.2426977005
534	0.2425126944536	0.2391802119
537	0.2389695743
538	0.2385617872
539	0.2383442949
540	0.2380732096
541	0.237671836
542	0.2374429436
543	0.2372643337
544	0.2371010529
545	0.2365906259
546	0.2362866718
547	0.2359079242
548	0.2355287164
549	0.2351255196
550	0.2347759002
551	0.2344939967
552	0.2342820774
553	0.2340427267
554	0.2337517967
555	0.2334598393
556	0.2331909734
557	0.2329572408
558	0.2324114027
559	0.2319140132
560	0.2316126044
561	0.231238368
562	0.2308856291
563	0.2305257794
564	0.230112784
565	0.2298469057
566	0.2295692137
567	0.2293336154
568	0.2289199607
569	0.2285620569	0.2303161882
570	0.2301011954
571	0.2299434733
572	573	0.227186776
574	0.2269125873
575	0.2267070485
576	0.2264686948
577	0.2262656608
578	0.2259976764
579	0.22561595
580	0.2251025756
581	0.2247604162
582	0.2245943779
583	0.2242259939
584	0.22385239158585	0.2234832332
586	0.2233147918
587	0.2232132435
588	0.222909156
589	0.2224683282
590	0.2221676057
591	0.221688381
592	0.2212858224
593	0.2210025278
594	0.2207963984
595	0.2205633475
596	0.2204004796
597	0.2200165838
598	0.2198120141
599	0.2196562788
600	0.219387957
601	0.219221357
60601	0.22092972160602	0.2206795365
603	0.2203393375
604	0.2199989831
605	0.2197927858
606	0.2194232631
607	0.2191678155
608	0.2187838867
609	0.2184976675
610	0.2182504406
611	0.2179674613	612	0.2177807172
613	0.2174865591
614	0.2173626709
615	0.2170598542
616	0.2166671135
617	0.2163107165
618	0.2160534996
619	0.2156779109
620	0.2154544861
621	0.2151175234
622	0.2148100133
623	0.2144026799
624	0.2140460313
625	0.2138425871
626	0.2136036302
627	0.2134294591
628	0.2129449727
629	0.2126017452
630	0.2123059953
631	0.2120937685
632	0.2118285837
633	0.211677241
634	0.2114107841
635	0.2111500214
636	0.210859075
637	0.2105942145
638	0.2103178325
639	0.2101504327
640	0.209873104
641	0.2095310085
642	0.2093996812
643	0.2091467883
644	0.2088814584
645	0.2085538408
646	0.2081382464
647	0.2079336132
648	0.2074717297
649	0.2071893087
650	0.2067732269
651	0.2065677104
652	0.2063360315
653	0.2059181721
654	0.2055774459
655	0.2052562936
656	0.2049164405
657	0.2045451326
658	0.2043477637
659	0.2039467325
660	0.2036765807
661	0.203454908
662	0.2032218196
663	0.2029452663
664	0.202663021
665	0.2022114959
666	0.2019893531
667	0.2017415182
668	0.2013901758
669	0.201079073
670	0.2008973606
671	0.2005145035
672	0.20016309
673	0.1998243368
674	0.1996579173
675	0.1994305789
676	0.1991796242
677	0.1988571506
678	0.1985218443
679	0.1981739314
680	0.1977984774
681	0.1975669106
682	0.1973015697
683	0.1970331848
684	0.1967022578
685	0.1964323873
686	0.1963606445
687	0.1961081321
688	0.1958502726
689	0.1955671269
690	0.1953946549
691	0.1950780714
692	0.1948695004
693	0.194598628
694	0.1941636692
695	0.1939776211
696	0.1936264339
697	0.1933866083
698	0.1931684149
699	0.1928486853
700	0.1924627897
701	0.1922271869
702	0.1918653277
703	0.1915416509
704	0.1911737732
705	0.1908826489
706	0.1906341298
707	0.1904088713
708	0.1901150906
709	0.1899373107
710	0.189674712	0.1891436346
713	0.1888241625
714	0.1885730926
715	0.1882909703
716	0.1880130146
717	0.1878382167
718	0.1875728489
719	0.1873459115
720	0.1870661939
721	0.1868265829
722	0.1866693682
723	0.1863639384
724	0.1860805748
725	0.1858266409
726	0.1855847874
727	0.1854243527
728	0.1851809574
729	0.1848494216
730	0.1846923951
731	0.1844001101
732	0.1842268196
733	0.1840316804
734	0.1837879321
735	0.1834263884
736	0.1831366815
737	0.1829681369
738	0.18283556
739	0.1825915291
740	0.1824558161
741	0.1821679115
742	0.1820186822
743	0.1818331818
744	0.1816932422
745	0.181386572
746	0.1811350768
747	0.1809323645
748	0.1807446917
749	0.1805426865
750	0.1802877391
751	0.180075125
752	0.1798698897
753	0.1796558547
754	0.1794635894
755	0.1792590026
756	0.1789081973
757	0.1787609375
758	0.1785123648
759	0.1783315972
760	0.1779538607
761	0.177753483
762	0.1773640909
763	0.1771896454
764	0.1768505365
765	0.1766848722
766	0.1763839285
767	0.1761755778
768	0.1759018747
769	0.1757295318
770	0.175444928
771	0.1752398462
772	0.1749702922
773	0.1747151863
774	0.1744188289
775	0.1742657711
776	0.1741175747
777	0.1739498751
778	0.1737868736
779	0.1735963998
780	0.1734337579
781	0.1733438566
782	0.1731104
783	0.1728570339
784	0.1726379313
785	0.1724299574
786	0.1722419815
787	0.1720418345
788	0.1718424203
789	0.1715259464
790	0.1712752852
791	0.1710073471
792	0.1707787999
793	0.1705768164
794	0.1703689558
795	0.1701528796
796	0.1698564898
797	0.1696812883
798	0.1694285737
799	0.1691536513
800	0.1690199917
801	0.1687552971
802	0.1685889985
803	0.1683030067
804	0.1679565465
805	0.1678207282
806	0.1675850194
807	0.1674533941
808	0.1671485461
809	0.1669179457
810	0.1666915177
811	0.1664986455
812	0.1662758874
813	0.166092852
814	0.1657819063
815	0.1656615189
816	0.1653595757
817	0.1650982004
818	0.1648272479
819	0.1647418763
820	0.164573986
821	0.1644322336
822	0.1641865383
823	0.1639740286
824	0.1638080603
825	0.1635560187
826	0.1633662444
827	0.1631810435
828	0.1629825075
829	0.1628076558
830	0.1626965655
831	0.1624309508
832	0.162256892
833	0.1620310702
834	0.1618309255
835	0.161639132
836	0.161558298
837	0.1613929315
838	0.1611695604
839	0.1610079253
840	0.1607770034
841	0.1605274383
842	0.1603360119
843	0.1601179228
844	0.1599439735
845	0.1596476235
846	0.1595041932
847	0.1593340853
848	0.1590926945
849	0.1589261067
850	0.158709493
851	0.15856851	0.1399545167
852	0.1398425943
853	0.1396465925
854	0.1394101775
855	0.1392840692
856	0.1390490706
857	0.1388673839
858	0.1387141351
859	0.1385513204
860	0.1383730841
861	0.1382777276
862	0.1380516612
863	0.1378022764
864	0.1375942382
865	0.1374896198
866	0.137364782
867	0.1372218165
868	0.1370449475
869	0.1368739476
870	0.1366661542
871	0.1364346527
872	0.1362564088
873	0.1360359651
874	0.1358843592
875	0.1357482422
876	0.1355586224
877	0.1353213968
878	0.1351911537
879	0.1350605792
880	0.1348619658
881	0.134674036
882	0.134407044
883	0.1341996245
884	0.885	0.1528283054
886	0.1526318363
887	0.1523961599
888	0.1521888519
889	0.1519947314
890	0.1518151213
891	0.1517076035
892	0.1515342526
893	0.1514083541
894	0.1511838013
895	0.1510098949
896	0.1507950622
897	0.1505301004
898	0.1503635192
899	0.1501093213
900	0.1500035393
901	0.1497236716
902	0.1496125811
903	0.1494371527
904	0.1492567457
905	0.1490532505
906	0.1488654167
907	0.1487320085
908	0.1486324178
909	0.1484500257
910	0.1483017361
911	0.1481894427
912	0.1480654041
913	0.1479057226
914	0.1476394036
915	0.1474589494
916	0.1473208063
917	0.1471016034
918	0.1469295208
919	0.1468171258
920	0.1466478739
921	0.1464575922
922	0.1462762817
923	0.1461211911
924	0.1460734948
925	0.1459920437
926	0.145668785
927	0.1455075989
928	0.1453289831
929	0.1452006291
930	0.14497961
931	0.1448297499
932	0.1446675437
933	0.1444717579
934	0.1442479661
935	0.1440788207
936	0.1438534041
937	0.1436854703
938	0.1435596701
939	0.1433772651
940	0.1432515779
941	0.1431448947
942	0.1430542189
943	0.1429278283
944	0.1427968096
945	0.1426605681
946	0.1425458374
947	0.1424214848
948	0.1422432249
949	0.142080388
950	0.1419865393
951	0.1418188763
952	0.1416190502
953	0.1414847731
954	0.1413246599
955	0.1410997769
956	0.1408974554
957	0.1406978767
958	0.1405616755
959	0.1403668316
960	0.1402044291
961	0.1400340656
962	0.1398365525
963	0.1396468975
964	0.1395027208
965	0.1393125392
966	0.139247129
967	0.1390142034
968	0.1388305801
969	0.1387792005
970	0.1385272288
971	0.1383623663
972	0.1381430331
973	0.973	0.11949974	974	0.119360293
975	0.1191808967
976	0.11910002977977	0.11891562978978	0.11879201979979	0.11863059980	0.1368477664
981	0.1366443229
982	0.1365108388
983	0.1364361201
984	0.1362469269
985	0.1360445055
986	0.1359093634
987	0.1357467137
988988	0.11726311989989	0.11710270990	0.1353074676
991	0.135118226
992	0.1350199493
993992	0.13311062994993	0.13297910995994	0.1327873599995	0.132627329
996	0.1324683363
997	0.1323200996
998	0.1321325108
999	0.1320058008
266128
992	0.08100254903
993	0.08086087679
994	0.08074254004
995	0.08064434629
996	0.08052217045
997	0.08042301686
998	0.080374435
999	0.08028724376
