iter	MultiClass
454	0.01188257587
455	0.01184742003
456	0.01181941768
457	0.01178289748
458	0.01175632656
459	0.01173075605
460	0.01170653317
461	0.01167649611
462	0.01165935734
463	0.0116295923
464	0.01160256311
465	0.01157594908
466	0.01154472595
467	0.01151160577
468	0.01148077891
469	0.01145285276
470	0.01142083072
471	0.01139420204
472	0.01137598307
473	0.01134979361
474	0.01132766934
475	0.01130327643
476	0.01127289143
477	0.01125475363
478	0.01123155867
479	0.01121022979
480	0.01118252831
481	0.01115939813
482	0.01112737763
483	0.01110960041
484	0.01108687331
485	0.01106243629
486	0.01103744258
487	0.01102040836
488	0.01099658294
489	0.01097244519
490	0.01093526287
491	0.01090448279
492	0.01088184734
493	0.01084769567
494	0.01081472137
495	0.01078692416
496	0.01075858451
497	0.01073405088
498	0.0107121397
499	0.01068778245
500	0.0106616774
501	0.01063508208
502	0.0106122696
503	0.01058375043
504	0.0105591856
505	0.01053522316
506	0.01050829725
507	0.01048411307
508	0.01046562194
509	0.01043798377
510	0.0104158572
511	0.01039516414
512	0.01037274359
513	0.01036109812
514	0.01034171092
515	0.01032016207
516	0.01030136809
517	0.01028402305
518	0.01026466719
519	0.01024520	0.01025956348
521	0.01023743786
522	0.01021540938
523	0.0101906386
524	0.01016413886
525	0.01014643967
526	0.01012444528
527	0.01010486559
528	0.01007838798
529	0.01006079632
530	0.0100347678
531	0.01001200389
532	0.009990639054
533	0.009969808246
534	0.009949807131
535	0.009924866795
536	0.009908351251
537	0.009892947244
538	0.009870040495
539	0.009843833241
540	0.009820545273
541	0.009799519569
542	0.009780844107
543	0.009765992966
544	0.009743693054
545	0.009723281175
546	0.00970632768
547	0.009676800049
548	0.009661274214
549	0.009640631463
550	0.009615562403
551	0.009591670043
552	0.009579222487
553	0.009565923118
554	0.009550225491
555	0.009528201123
556	0.009510194982
557	0.009493541256
558	0.009478328427
559	0.009455430816
560	0.009431037763
561	0.009414061755
562	0.009400198386
563	0.009385826052
564	0.009372577839
565	0.009356434146
566	0.009340233451
567	0.009327861414
568	0.009314437755
569	0.009297890021
570	0.009276915189
571	0.009263962036
572	0.009245399908
573	0.009231055278
574	0.009213932981
575	0.009203270571
576	0.009190517325
577	0.00917553463
578	0.009160148522
579	0.009144991429
580	0.009123116298
581	0.009100996866
582	0.009083983512
583	0.009070323871
584	0.009054674692
585	0.009037128904
586	0.009024655846
587	0.009007486341
588	0.008987003075
589	0.008965140902
590	0.008949494442
591	0.008936453465
592	0.008919684908
593	0.008908156135
594	0.008888339275
595	0.008871434274
596	0.008857497385
597	0.00883433506
598	0.008823099751
599	0.008808876597
600	0.008790994874
601	0.008769595944
602	0.008750766275
603	0.008735074497
604	0.008720123358
605	0.008707656141
606	0.008694243875
607	0.008683215824
608	0.008673148091
609	0.008660748081
610	0.008641831195
611	0.008624935137
612	0.008611652086
613	0.008600648844
614	0.008587312987
615	0.008577205474
616	0.008566596963
617	0.008548028648
618	0.008530005918
619	0.008510927987
620	0.008491989482
621	0.008480035458
622	0.008461818413
623	0.008446014379
624	0.008433151268
625	0.008420492916
626	0.008408667548
627	0.008395635338
628	0.008385853695
629	0.008371036302
630	0.008358539987
631	0.008347427244
632	0.008328948217
633	0.008314104527
634	0.008300699436
635	0.008287832918
636	0.008275579074
637	0.008258276421
638	0.008243158174
639	0.00823027684
640	0.00821900854
641	0.008204575673
642	0.008189078872
643	0.008174996141
644	0.008162155234
645	0.008143897322
646	0.00813019644
647	0.008121445476
648	0.008107298899
649	0.008097310194
650	0.008086217292
651	0.008069437523
652	0.008054680334
653	0.008046032341
654	0.008035302753
655	0.008022182723
656	0.00800738172
657	0.007996504756
658	0.007983937067
659	0.00796935079
660	0.007957965982
661	0.007941608358
662	0.007924410624
663	0.007910672257
664	0.007897642253
665	0.007887039454
666	0.007877065152
667	0.007861373448
668	0.007842814412
669	0.007835244035
670	0.007819716953
671	0.007807286336
672	0.007797386015
673	0.007786447895
674	0.007776667531
675	0.007765946148
676	0.007750060144
677	0.007735259381
678	0.007724551186
679	0.007710404135
680	0.007697235418
681	0.007686756995
682	0.007677586851
683	0.007668059709
684	0.00765255662
685	0.007635052691
686	0.007621389884
687	0.007613684514
688	0.007605943013
689	0.00759665723
690	0.007585578869
691	0.007576194826
692	0.00756595986
693	0.007554029114
694	0.007543595477
695	0.007534564827
696	0.007520454841
697	0.007508866332
698	0.007498900507
699	0.007490273655
700	0.007476953487
701	0.007467471936
702	0.007458904501
703	0.007445799302
704	0.007433785014
705	0.007424442182
706	0.007413860101
707	0.007401361479
708	0.007389943368
709	0.007375602008
710	0.00736203525
711	0.007352375441
712	0.007342487998
713	0.007328850715
714	0.007320243163
715	0.007311416363
716	0.007300271772
717	0.007285837948
718	0.007274443155
719	0.007264221298
720	0.007252332092
721	0.007240142348
722	0.007228255911
723	0.007220302902
724	0.007211771755
725	0.007197166608
726	0.007190813217
727	0.007181468941
728	0.007173273445
729	0.007161951103
730	0.007154012026
731	0.007144737918
732	0.007131331922
733	0.007124283265
734	0.007111420257
735	0.00710292081
736	0.007095952414
737	0.007087350188
738	0.007077258948
739	0.007064122363
740	0.007049773035
741	0.007038567378
742	0.007031007152
743	0.007018157711
744	0.007007739231
745	0.006997367787
746	0.00698973164
747	0.006980129498
748	0.006971811464
749	0.006962450973
750	0.006950684685
751	0.006940589881
752	0.006930706476
753	0.006919454302
754	0.006908160781
755	0.006897904504
756	0.006889638588
757	0.006879446378
758	0.006869440562
759	0.006860033128
760	0.006851227135
761	0.006839256174
762	0.006828911387
763	0.006818908796
764	0.006808518146
765	0.006799891951
766	0.00679185545
767	0.006781293496
768	0.006772530301
769	0.006763185628
770	0.006750290102
771	0.006742891138
772	0.006737822714
773	0.006727863316
774	0.006715520134
775	0.006708305501
776	0.006699411686
777	0.006692032221
778	0.006683721931
779	0.006675532799
780	0.006663388926
781	0.00665398589
782	0.006642322962
783	0.006636563233
784	0.006627481826
785	0.006615017435
786	0.006606651213
787	0.006598560528
788	0.006591453443
789	0.006580258061
790	0.006573727238
791	0.00656134423
792	0.006553330489
793	0.006546415348
794	0.006538644823
795	0.006532069819
796	0.006525150915
797	0.006517570325
798	0.006511031019
799	0.006499934675
800	0.00649111743
801	0.006480252845
802	0.0064750932
803	0.006466085288
804	0.006456908613
805	0.006447387113
806	0.006436435058
807	0.006425048899
808	0.006417447984
809	0.006408477852
810	0.00640330457
811	0.006396072529
812	0.006389367623
813	0.006383498144
814	0.006372366138
815	0.006360316051
816	0.006352844684
817	0.006344184061
818	0.006335792949
819	0.006329266715
820	0.006321572639
821	0.006310807682
822	0.006305247177
823	0.006298810253
824	0.006291068948
825	0.006283669128
826	0.006275284932
827	0.006268785523
828	0.006259881304
829	0.006251769057
830	0.006244509139
831	0.006236251758
832	0.006229297204
833	0.006221778426
834	0.006212808907
835	0.006205880698
836	0.006198271179
837	0.006192910111
838	0.006184900391
839	0.006176678465
840	0.006169410579
841	0.006160518834
842	0.006153415747
843	0.006145101498
844	0.006135300887
845	0.006126610276
846	0.006117978967
847	0.006112193226
848	0.006105641775
849	0.006100108398
850	0.006091064083
851	0.006080747762
852	0.006072811118
853	0.006064765973
854	0.00605859908
855	0.006047762698
856	0.006038026432
857	0.006031791568
858	0.006024275008
859	0.006013434057
860	0.006006268614
861	0.005999791709
862	0.005994038829
863	0.005987783434
864	0.005978881594
865	0.005971320144
866	0.005963444092
867	0.005956801432
868	0.005949362797
869	0.005941032267
870	0.005934794794
871	0.005924731423
872	0.005916098679
873	0.005910829657
874	0.005904662776
875	0.005895952677
876	0.005890949848
877	0.005884776091
878	0.005877056106
879	0.005869940982
880	0.005863363201
881	0.005856936135
882	0.005849081731
883	0.0058399239
884	0.005833007269
885	0.005826883863
886	0.005819843146
887	0.005814153433
888	0.005807803449
889	0.005800865681
890	0.00579546677
891	0.005789623011
892	0.005784313641
893	0.005775406608
894	0.005768512317
895	0.005762321935
896	0.005757627186
897	0.005749801895
898	0.005739660392
899	0.005734755946
900	0.005728865739
901	0.00572171599
902	0.005715683633
903	0.005706694965
904	0.005701532213
905	0.005694231663
906	0.005685821905
907	0.005677840813
908	0.005670715921
909	0.005661931694
910	0.005657071589
911	0.005649934232
912	0.005642500868
913	0.005635890445
914	0.005629747358
915	0.005624147145
916	0.005619097074
917	0.005612396875
918	0.005605965477
919	0.005601500337
920	0.005595214559
921	0.005589776174
922	0.005583134031
923	0.005576760905
924	0.005571104157
925	0.005564528474
926	0.005557869196
927	0.00555096876
928	0.005545890362
929	0.005538736002
930	0.005532220173
931	0.005527714162
932	0.005520592265
933	0.005514778713
934	0.005508900114
935	0.005502361777
936	0.00549748331
937	0.005488526033
938	0.005484841682
939	0.005479178551
940	0.005473749376
941	0.005467029439
942	0.005461649535
943	0.005457737195
944	0.005452027519
945	0.005447153954
946	0.005439312025
947	0.005431493157
948	0.005425308395
949	0.005418971323
950	0.005414470611
951	0.005409272064
952	0.005403153595
953	0.005397050336
954	0.005390782944
955	0.005386106586
956	0.005380654131
957	0.005375638289
958	0.00537150003
959	0.005366279269
960	0.005360331845
961	0.005355263355
962	0.005350664254
963	0.00534553561
964	0.005339479093
965	0.005332167348
966	0.005326053909
967	0.005318852162
968	0.005313701532
969	0.005307876074
970	0.005302762233
971	0.005298419377
972	0.005294293436
973	0.005290269862
974	0.005285723339
975	0.005278630196
976	0.005274063858
977	0.005269617121
978	0.00526390233
979	0.005259206519
980	0.005252278006
981	0.005245923089
982	0.005242272806
983	0.005236635422
984	0.005231703984
985	0.005226241843
986	0.005219213143
987	0.005213672404
988	0.005208874163
989	0.005204691504
990	0.005199384476
991	0.005194725365
992	0.005189336289
993	0.005183529768
994	0.005179310665
995	0.005172498442
996	0.005166588317
997	0.005161880756
998	0.005156949741
999	0.005153212028
