iter	Passed	Remaining
153	292	1604
154	292	1593
155	292	1584
156	293	1575
157	293	1566
158	294	1557
159	294	1548
160	295	1539
161	296	1531
162	296	1522
163	297	1514
164	297	1506
165	298	1498
166	298	1490
167	292	1449
168	293	1444
169	294	1437
170	294	1429
171	295	1422
172	295	1414
173	296	1407
174	297	1400
175	298	1396
176	298	1389
177	299	1381
178	299	1374
179	300	1367
180	300	1360
181	308	1388
182	309	1381
183	310	1375
184	310	1366
185	310	1360
186	311	1352
187	311	1346
188	312	1339
189	312	1331
190	306	1298
191	307	1294
192	311	1300
193	311	1295
194	313	1294
195	314	1290
196	315	1285
197	326	1321
198	326	1315
199	327	1310
200	328	1304
201	328	1298
202	329	1292
203	329	1286
204	330	1280
205	331	1277
206	332	1271
207	333	1268
208	333	1262
209	335	1261
210	335	1255
211	337	1256
212	338	1250
213	339	1245
214	339	1240
215	340	1235
216	340	1229
217	341	1224
218	342	1219
21220	378	1334
221	388	1362
222	389	1356
223	393	1363
224	394	1359
225	395	1353
226	395	1348
227	396	1342
228	396	1336
229	397	1329
230	397	1323
231	398	1318
232	398	1313
233	399	1307
234	400	1302
235	400	1296
236	400	1290
237	401	1285
238	401	1280
239	402	1274
240	402	1268
241	405	1271
242	407	1269
243	413	1279
244	413	1274
245	414	1269
246	414	1264
247	415	1259
248	415	1254
249	416	1249
250	416	1243
251	418	1241
252	419	1237
253	419	1232
254	420	1227
255	420	1223
256	421	1217
257	421	1212
258	422	1209
259	423	1204
260	423	1200
261	424	1195
262	427	1198
263	428	1193
264	429	1190
265	429	1186
266	430	1181
267	431	1177
268	431	1172
269	433	1171
270	433	1166
271	434	1162
272	435	1159
273	437	1159
274	438	1154
275	440	1155
276	440	1150
277	441	1146
278	441	1142
279	442	1137
280	444	1137
281	445	1133
282	446	1131
283	447	1129
284	448	1125
285	453	1131
286	456	1133
287	456	1129
288	457	1125
289	457	1121
290	458	1116
291	459	1114
292	460	1110
293	462	1111
294	464	1109
295	464	1105
296	465	1101
297	465	1096
298	466	1092
299	466	1088
300	467	1084
301	467	1080
302	467	1076
303	468	1073
304	469	1069
305	469	1065
306	472	1066
307	474	1065
308	474	1061
309	479	1067
310	481	1066
311	481	1062
312	481	1057
313	482	1053
314	486	1057
315	487	1054
316	491	1059
317	492	1056
318	493	1052
319	494	1051
320	495	1047
321	497	1047
322	498	1045
323	501	1047
324	505	1050
325	506	1048
326	507	1044
327	507	1040
328	508	1037
329	509	1033
330	509	1030
331	510	1026
332	510	1023
333	511	1020
334	512	1016
335	512	1013
336	513	1010
337	514	1007
338	514	1002
339	514	999
340	515	996
341	516	992
342	516	989
343	516	985
344	517	982
345	517	979
346	522	984
347	524	982
348	526	982
349	532	989
350	533	985
351	533	982
352	534	979
353	535	977
354	538	977
355	538	974
356	539	971
357	539	967
358	540	964
359	540	961
360	541	958
361	542	955
362	542	952
363	543	949
364	544	947
365	547	948
366	548	946
367	549	943
368	549	940
369	550	937
370	550	934
371	551	931
372	552	927
373	552	924
374	553	923
375	555	921
376	556	919
377	557	916
378	557	913
379	558	911
380	558	907
381	559	904
382	559	902
383	560	899
384	561	896
385	564	898
386	565	895
387	566	893
388	567	891
389	568	888
390	568	885
391	569	883
392	570	880
393	571	878
394	573	878
395	574	876
396	575	874
397	576	871
398	591	890
399	603	905
400	604	902
401	605	900
402	606	897
403	606	895
404	608	894
405	609	891
406	609	888
407	610	885
408	610	881
409	610	878
410	611	875
411	611	873
412	612	870
413	612	867
414	613	865
415	614	862
416	615	860
417	615	857
418	616	855
419	617	852
420	618	849
421	618	847
422	619	845
423	620	842
424	621	840
425	621	837
426	622	834
427	622	832
428	623	829
429	624	827
430	624	825
431	625	822
432	626	819
433	627	817
434	627	815
435	627	812
436	628	809
437	628	806
438	629	804
439	630	802
440	631	800
441	632	798
442	633	796
443	634	79450	638	777
45445	648	8045446	649	8045447	650	802
448	651	7945449	654	799
450	655	79457	692	819
458	693	816
459	693	814
460	693	811
461	694	808
462	694	805
463	695	803
464	695	800
465	696	797
466	697	796
467	698	794
468	722	817
469	731	824
470	733	823
471	733	820
472	733	817
473	737	817
474	741	819
475	741	816
476	742	813
477	742	811
478	743	808
479	743	805
480	744	803
481	745	800
482	745	798
483	746	796
484	747	793
485	747	790
486	748	788
487	749	786
488	750	784
489	754	785
490	754	782
491	755	780
492	758	780
493	759	778
494	765	780
495	766	778
496	766	775
497	767	773
498	767	770
499	768	768
500	770	767
501	770	764
502	771	762
503	773	760
504	773	758
505	774	755
506	774	753
507	775	750
508	776	749
509	777	746
510	777	744
511	778	741
512	779	739
513	779	737
514	780	734
515	780	732
516	781	730
517	782	727
518	782	725
519	783	722
520	783	720
521	783	717
522	784	715
523	784	713
524	785	710
525	788	710
526	792	711
527	793	709
528	794	707
529	795	705
530	795	702
531	799	703
532	801	702
533	802	700
534	804	699
535	806	697
536	807	696
537	809	694
538	809	692
539	811	690
540	811	688
541	811	686
542	812	683
543	813	681
544	813	679
545	814	677
546	815	674
547	815	672
548	816	670
549	816	668
550	817	666
551	817	663
552	818	661
553	819	659
554	819	657
555	820	654
556	820	652
557	820	649
558	820	647
559	821	645
560	821	642
561	822	640
562	824	640
563	826	638
564	827	637
565	828	634
566	828	632
567	829	630
568	831	629
569	832	627
570	832	625
571	833	623
572	833	621
573	834	619
574	836	617
575	838	617
576	839	615
577	839	613
578	840	611
579	842	609
580	844	608
581	845	606
582	845	604
583	845	602
584	846	600
585	846	598
586	847	596
587	848	594
588	850	593
589	850	591
590	851	589
591	851	587
592	852	584
593	852	582
594	853	580
595	853	578
596	854	576
597	854	574
598	855	572
599	855	570
600	856	568
601	856	566
602	857	564
603	858	563
604	859	561
605	860	559
606	860	556
607	860	554
608	861	553
609	861	551
610	862	549
611	862	547
612	864	545
613	864	543
614	865	541
615	866	540
616	866	538
617	867	536
618	867	534
619	868	532
620	869	530
621	869	528
622	870	526
623	871	525
624	872	523
625	872	521
626	873	519
627	874	518
628	875	516
629	877	515
630	878	513
631	878	511
632	879	509
633	879	507
634	880	505
635	880	504
636	883	503
637	883	501
638	884	499
639	884	497
640	885	495
641	885	493
642	886	492
643	887	490
644	888	488
645	888	487
646	889	485
647	889	483
648	890	481
649	891	479
650	891	477
651	892	476
652	892	474
653	893	472
654	893	470
655	894	468
656	894	467
657	897	466
658	897	464
659	899	463
660	899	461
661	900	459
662	900	457
663	901	456
664	901	454
665	902	452
666	902	450
667	904	449
668	905	447
669	906	446
670	907	444
671	908	443
672	908	441
673	909	439
674	909	437
675	910	436
676	910	434
677	911	432
678	911	431
679	912	429
680	913	427
681	913	425
682	913	424
683	914	422
684	914	420
685	915	419
686	915	417
687	916	415
688	917	413
689	917	412
690	918	410
691	918	408
692	918	407
693	919	405
694	920	403
695	920	402
696	921	400
697	922	398
698	924	398
699	924	396
700	925	394
701	926	393
702	926	391
703	927	389
704	927	388
705	929	387
706	931	385
707	932	384
708	933	383
709	933	381
710	934	379
711	934	378
712	935	376
713	936	374
714	936	373
715	937	371
716	937	370
717	938	368
718	939	367
719	939	365
720	940	363
721	940	362
722	941	360
723	941	359
724	942	357
725	942	355
726	943	354
727	943	352
728	944	351
729	944	349
730	945	348
731	946	346
732	946	344
733	947	343
734	947	341
735	948	340
736	949	338
737	951	337
738	952	336
739	952	334
740	955	333
741	955	332
742	956	331
743	957	329
744	958	327
745	958	326
746	958	324
747	959	323
748	960	321
749	960	320
750	960	318
751	961	317
752	962	315
753	964	314
754	964	313
755	964	311
756	965	309
757	965	308
758	966	306
759	966	305
760	967	303
761	967	302
762	968	300
763	968	299
764	969	297
765	971	296
766	972	295
767	972	293
768	973	292
769	973	290
770	973	289
771	974	287
772	974	286
773	974	284
774	975	283
775	975	281
776	976	280
777	976	278
778	979	277
779	981	276
780	981	275
781	982	273
782	982	272
783	983	270
784	985	269
785	985	268
786	986	266
787	987	265
788	988	264
789	988	262
790	989	261
791	989	259
792	990	258
793	991	257
794	991	255
795	992	254
796	992	252
797	993	251
798	993	249
799	993	248
800	994	247
801	995	245
802	995	244
803	996	242
804	996	241
805	997	239
806	997	238
807	997	237
808	998	235
809	999	234
810	999	232
811	1000	231
812	1000	230
813	1000	228
814	1001	227
815	1002	225
816	1002	224
817	1003	223
818	1004	221
819	1004	220
820	1005	219
821	1006	217
822	1006	216
823	1007	215
824	1007	213
825	1008	212
826	1008	211
827	1009	209
828	1009	208
829	1010	206
830	1011	205
831	1012	204
832	1013	203
833	1015	202
834	1015	200
835	1016	199
836	1016	198
837	1017	196
838	1017	195
839	1018	193
840	1018	192
841	1019	191
842	1019	189
843	1020	188
844	1021	187
845	1021	185
846	1022	184
847	1022	183
848	1023	181
849	1023	180
850	1024	179
851	1024	178
852	1025	176
853	1025	175
854	1026	174
855	1026	172
856	1028	171
857	1028	170
858	1029	168
859	1030	167
860	1031	166
861	1032	165
862	1033	164
863	1033	162
864	1034	161
865	1035	160
866	1035	158
867	1036	157
868	1037	156
869	1037	155
870	1038	153
871	1038	152
872	1039	151
873	1039	149
874	1040	148
875	1040	147
876	1041	146
877	1042	144
878	1042	143
879	1043	142
880	1044	141
881	1044	139
882	1045	138
883	1046	137
884	1046	136
885	1047	134
886	1047	133
887	1048	132
888	1048	130
889	1048	129
890	1049	128
891	1050	127
892	1050	125
893	1051	124
894	1052	123
895	1052	122
896	1053	120
897	1053	119
898	1053	118
899	1054	117
900	1055	115
901	1055	114
902	1056	113
903	1056	112
904	1056	110
905	1057	109
906	1057	108
907	1058	107
908	1059	106
909	1060	104
910	1061	103
911	1061	102
912	1062	101
913	1062	99
914	1063	98
915	1064	97
916	1064	96
917	1065	95
918	1066	93
919	1066	92
920	1067	91
921	1067	90
922	1068	89
923	1068	87
924	1069	86
925	1070	85
926	1070	84
927	1070	83
928	1071	81
929	1071	80
930	1072	79
931	1072	78
932	1073	77
933	1074	75
934	1074	74
935	1075	73
936	1076	72
937	1076	71
938	1077	69
939	1077	68
940	1077	67
941	1078	66
942	1079	65
943	1079	64
944	1079	62
945	1080	61
946	1080	60
947	1081	59
948	1081	58
949	1082	56
950	1082	55
951	1083	54
952	1084	53
953	1084	52
954	1085	51
955	1085	49
956	1086	48
957	1086	47
958	1087	46
959	1087	45
960	1088	44
961	1088	43
962	1089	41
963	1089	40
964	1090	39
965	1090	38
966	1091	37
967	1091	36
968	1092	34
969	1092	33
970	1093	32
971	1093	31
972	1094	30
973	1094	29
974	1095	28
975	1095	26
976	1096	25
977	1096	24
978	1097	23
979	1097	22
980	1098	21
981	1098	20
982	1099	19
983	1099	17
984	1100	16
985	1100	15
986	1101	14
987	1102	13
988	1102	12
989	1103	11
990	1103	10
991	1104	8
992	1104	7
993	1105	6
994	1105	5
995	1106	4
996	1106	3
997	1107	2
998	1107	1
999	1108	0
