iter	Logloss
324	0.02772854448
325	0.02760948828
326	0.02749152441
327	0.02739750159
328	0.02728147955
329	0.02717309342
330	0.02703321074
331	0.02694368629
332	0.02685046794
333	0.02675269981
334	0.02665589263
335	0.02654038973
336	0.02644210743
337	0.02636819999
338	0.02613696747
339	0.02607096916
340	0.02596769244
341	0.02587671301
342	0.02571414189
343	0.02563620824
344	0.02555175497
345	0.0253955257
346	0.02528729766
347	0.02516242165
348	0.02505744975
349	0.02496934668
350	0.02486338554
351	0.02469898788
352	0.02457594611
353	0.02447692647
354	0.02430523541
355	0.02413797401
356	0.0240502112
357	0.02384739003
358	0.02372862322
359	0.02361950024
360	0.02352130747
361	0.02336268684
362	0.02325990981
363	0.02317391968
364	0.02307997901
365	0.02297413836
366	0.02283121327
367	0.02275764694
368	0.02267382926
369	0.02258717609
370	0.02247348252
371	0.02239115449
372	0.0223109671
373	0.02224164986
374	0.02205378001
375	0.0219625568
376	0.02187595928
377	0.02180719728
378	0.02170094015
379	0.02159910135
380	0.02147098724
381	0.0213770652
382	0.02130170482
383	0.02120148721
384	0.02111682105
385	0.02101812816
386	0.02095400135
387	0.02087884941
388	0.02079286768
389	0.0206951497
390	0.02064091759
391	0.02055526134
392	0.02050068039
393	0.0204002668
394	0.02031643512
395	0.02027281291
396	0.02017363726
397	0.02007877027
398	0.01997536757
399	0.01992181003
400	0.01978553976
401	0.01968834459
402	0.01963140462
403	0.01948973852
404	0.01945006505
405	0.01938915006
406	0.01932341543
407	0.01921784487
408	0.01902001442
409	0.01891990742
410	0.01887685148
411	0.01879137117
412	0.01870655116
413	0.0186310506
414	0.01854645579
415	0.01848420921
416	0.01843007307
417	0.01835648876
418	0.0182743201
419	0.0181959948
420	0.01814161962
421	0.01807395934
422	0.01801971482
423	0.01794936906
424	0.01786602093
425	0.01779486107
426	0.01775072195
427	0.01768396521
428	0.01762928743
429	0.0175381898
430	0.01746577156
431	0.01742389528
432	0.01737996766
433	0.0173294365
434	0.01726360806
435	0.01712798096
436	0.01706887071
437	0.01691322498
438	0.01685487792
439	0.0167857745
440	0.01671627477
441	0.01665793094
442	0.01662134928
443	0.01656662754
444	0.01650071225
445	0.01646137893
446	0.01642124583
447	0.01637301366
448	0.01630103569
449	0.01625852034
450	0.01618452986
451	0.01614881751
452	0.01611200579
453	0.01607752216
454	0.01604151377
455	0.01597329155
456	0457	0.01546944719
458	0.0154450372
459	0.01541757096
460	0.01536472198
461	0.01524720633
462	0.01520341531
463	0.01518158499
464	0.01507477487
465	0.01497338625
466	0.01493515055
467	0.01489341036
468	0.01483037099
469	0.0147768324
470	0.01472203646
471	0.01470005108
472	0.01459496764
473	0.01456406714
474	0.0145199718
475	0.01449140483
476	0.0144436934
477	0.0144042927
478	0.01432099893
479	0.01427416402
480	0.01423061266
481	0.01419929658
482	0.01407015517
483	0.01402323419
484	0.01397968539
485	0.01394758777
486	0.01390718302
487	0.01387667834
488	0.01381437781
489	0.01378001609
490	0.01376203122
491	0.0137211292
492	0.01369164066
493	0.01362725196
494	0.01357582133
495	0.01354404338
496	0.01345720247
497	0.01341504338
498	0.01337878545
499	0.01331736673
500	0.01327325246
501	0.01315640994
502	0.01311281337
503	0.01308583927
504	0.01304979051
505	0.01301262394
506	0.01296821458
507	0.01290851899
508	0.01287380142
509	0.01280992157
510	0.01278712313
511	0.01273736977
512	0.01269263238
513	0.01266916678
514	0.01264140457
515	0.01258642925
516	0.01256158591
517	0.01251599654
518	0.01247280701
519	0.01243062991
520	0.01239299017
521	0.01232403588
522	0.01229248227
523	0.0122485547
524	0.01222356762
525	0.01218760284
526	0.0121484165
527	0.01209513064
528	0.01207418372
529	0.01204623897
530	0.0119641175
531	0.01192335508
532	0.01187417771
533	0.01184062365
534	0.01180006051
535	0.01176243174
536	0.0117216785
537	0.01169939426
538	0.01167288309
539	0.0116453564
540	0.01157534163
541	0.01155808819
542	0.01147379974
543	0.01144755714
544	0.01141457437
545	0.01137903746
546	0.01133681816
547	0.01129531232
548	0.0112768527
549	0.01125916873
550	0.01123165184
551	0.01119261104
552	0.01117741266
553	0.01113580117
554	0.01110521832
555	0.01108906071
556	0.0110136213
557	0.01092484304
558	0.01083944293
559	0.01080376766
560	0.01074258745
561	0.01071816082
562	0.010681924
563	0.01065432554
564	0.01063121116
565	0.01061274017
566	0.01058377927
567	0.01056282827
568	0.01052316667
569	0.0104935462
570	0.01044664011
571	0.01042592225
572	0.01041213009
573	0.01038245888
574	0.01035495819
575	0.01031780424
576	0.01028958947
577	0.0102441762
578	0.01022824849
579	0.01020128396
580	0.01017347551
581	0.01015489396
582	0.01007592847
583	0.01005667219
584	0.01003944827
585	0.01001463352
586	0.009995873853
587	0.00997322302
588	0.009939060857
589	0.009918333633
590	0.009895389931
591	0.009882464998
592	0.009857695446
593	0.009823120679
594	0.00979447224
595	0.00977562258
596	0.009700964853
597	0.009684376054
598	0.009670924952
599	0.00965486848
600	0.009620853583
601	0.009602176556
602	0.009577665949
603	0.009552792409
604	0.009529524013
605	0.009499050041
606	0.009430443551
607	0.009406822344
608	0.009388334807
609	0.009370753962
610	0.009351964572
611	0.009328648228
612	0.009305380703
613	0.009293293744
614	0.009265155168
615	0.009246821214
616	0.009226977083
617	0.009210337183
618	0.00918674537
619	0.009171628445
620	0.009158803168
621	0.009143902071
622	0.009129104621
623	0.00912039434
624	0.00910539971
625	0.009080131966
626	0.009057292705
627	0.009042295754
628	0.00902602185
629	0.009014209671
630	0.008992880549
631	0.008945163473
632	0.00891296415
633	0.008892328938
634	0.00885859728
635	0.008843602022
636	0.008821917252
637	0.008779507529
638	0.008756344188
639	0.008742833278
640	0.008679747588
641	0.008648445633
642	0.008634494022
643	0.008622237174
644	0.0086063479
645	0.008587685534
646	0.008576241801
647	0.008558812157
648	0.00853679694
649	0.008526180869
650	0.008495130039
651	0.008483663253
652	0.008468728716
653	0.008446393156
654	0.008431154206
655	0.008417447367
656	0.008407299815
657	0.008385839372
658	0.008326678915
659	0.008302610069
660	0.008290290803
661	0.008273189015
662	0.008215275308
663	0.008187913729
664	0.008176312261
665	0.00815263635
666	0.008135229414
667	0.0081191836
668	0.008109659362
669	0.008091334241
670	0.008078587254
671	0.00804794504
672	0.00802200697
673	0.008008636927
674	0.007992047468
675	0.007974554499
676	0.007964093913
677	0.007946371035
678	0.007930502234
679	0.007914649542
680	0.00790128624
681	0.007846986689
682	0.007835216209
683	0.007811938586
684	0.007799926738
685	0.007784212626
686	0.007768014899
687	0.007757652235
688	0.0077417942
689	0.007716312141
690	0.007703868149
691	0.007683771671
692	0.00766192935
693	0.007644452079
694	0.007635223407
695	0.007619472961
696	0.007611086216
697	0.007590588298
698	0.007582606308
699	0.007545613036
700	0.007534672826
701	0.007521125839
702	0.007510404386
703	0.007495159819
704	0.007464780177
705	0.007456892889
706	0.007444303582
707	0.007431969865
708	0.007419493003
709	0.007408279111
710	0.007391246123
711	0.007374861802
712	0.007355203609
713	0.007323789107
714	0.007309978633
715	0.007301566547
716	0.007277502553
717	0.00726715506
718	0.007255647507
719	0.007248028396
720	0.007238679433
721	0.007227380915
722	0.007218191562
723	0.007206109502
724	0.007184604963
725	0.007161625712
726	0.007151736055
727	0.007138165513
728	0.007114288135
729	0.007105274985
730	0.007097961637
731	0.00706346875
732	0.007051622551
733	0.007038025693
734	0.007026406006
735	0.007010111828
736	0.006990150605
737	0.006978774153
738	0.006955446802
739	0.006944235567
740	0.006935176891
741	0.006923278947
742	0.006900670432
743	0.006890495741
744	0.006869020824
745	0.006860922053
746	0.006817589419
747	0.006796142201
748	0.006772673596
749	0.006753638987
750	0.006739827876
751	0.006728238681
752	0.006718386305
753	0.006709895669
754	0.006693937607
755	0.006651923802
756	0.006643970449
757	0.006624136776
758	0.006611829281
759	0.00660273208
760	0.00659167897
761	0.006586361881
762	0.006576148489
763	0.006564714692
764	0.006557834217
765	0.006547388351
766	0.006532349855
767	0.006492249135
768	0.006480523228
769	0.006441455362
770	0.006423889932
771	0.006408761307
772	0.006381085725
773	0.006367955301
774	0.00635386815
775	0.006347152198
776	0.006337493311
777	0.006328665507
778	0.006323441752
779	0.006315332382
780	0.006298583309
781	0.006288330391
782	0.006280438373
783	0.006256591472
784	0.006237084771
785	0.006231178327
786	0.006222183497
787	0.006209230962
788	0.006201074674
789	0.006192199779
790	0.006187114383
791	0.006178356226
792	0.006172238818
793	0.006164655714
794	0.006154442125
795	0.006134554353
796	0.006129171097
797	0.006123327057
798	0.006111405211
799	0.006087618438
800	0.006070491458
801	0.006057777843
802	0.0060498416
803	0.006043777546
804	0.006034256589
805	0.00601270439
806	0.005993785055
807	0.005983253234
808	0.005965690473
809	0.005961187916
810	0.005950765318
811	0.00593769854
812	0.00593101667
813	0.00591213787
814	0.005907519758
815	0.005898146201
816	0.005890254962
817	0.005881776048
818	0.005876057551
819	0.005869087598
820	0.005857405487
821	0.005847630342
822	0.005819971534
823	0.005801625427
824	0.005794884752
825	0.005770049521
826	0.005762549206
827	0.005743675138
828	0.005736993464
829	0.00571660415
830	0.005706435705
831	0.005701118667
832	0.00568345
833	0.005673596968
834	0.005666484809
835	0.005660008676
836	0.005653102577
837	0.005631596426
838	0.005621223477
839	0.005617717127
840	0.005611560713
841	0.005606394387
842	0.005600017364
843	0.005590948512
844	0.00558193232
845	0.005576409201
846	0.005569740634
847	0.005564035933
848	0.005558628252
849	0.005549718319
850	0.00553601736
851	0.005527077133
852	0.005520843905
853	0.005511753401
854	0.005505231726
855	0.005497018199
856	0.005491848823
857	0.005485849108
858	0.005475554807
859	0.005456286284
860	0.005451020647
861	0.005443724218
862	0.005428263027
863	0.005424870441
864	0.005416016375
865	0.005408638916
866	0.005401544116
867	0.005394927453
868	0.005388151876
869	0.005377272404
870	0.005371067391
871	0.005367588009
872	0.005358734112
873	0.005354577172
874	0.005345340773
875	0.005338863867
876	0.005327785137
877	0.005319638678
878	0.005315053249
879	0.005308640191
880	0.005299747152
881	0.005287960779
882	0.005281010775
883	0.005272600027
884	0.005253970646
885	0.005240211895
886	0.005236194654
887	0.005232370677
888	0.005219099783
889	0.005210238083
890	0.0052054939
891	0.005200387023
892	0.005194274955
893	0.005187991825
894	0.00518007481
895	0.00517213377
896	0.005167515733
897	0.005162060312
898	0.005142484254
899	0.005135687489
900	0.005130641842
901	0.005123493248
902	0.005117355305
903	0.005108688498
904	0.005081521562
905	0.005076788333
906	0.005069709282
907	0.005061545391
908	0.005054200124
909	0.005040025808
910	0.005033092371
911	0.005026512
912	0.005021862989
913	0.005014423708
914	0.00500429316
915	0.004997868533
916	0.004993456918
917	0.004979453169
918	0.00497185325
919	0.004957026251
920	0.004948712486
921	0.004946161569
922	0.004938361554
923	0.004934269016
924	0.004929409502
925	0.004919820208
926	0.004915690127
927	0.004889956366
928	0.004881168901
929	0.004874648507
930	0.004868866357
931	0.004864564156
932	0.004860584492
933	0.004853320377
934	0.004843135768
935	0.004835771031
936	0.00483036611
937	0.004817549487
938	0.004809706176
939	0.004802920519
940	0.004796243334
941	0.004792791065
942	0.00478755972
943	0.004769017993
944	0.004758247559
945	0.004752171723
946	0.00474687385
947	0.004740239981
948	0.004733859217
949	0.004729207262
950	0.004725016191
951	0.004717700617
952	0.004713725324
953	0.004710054773
954	0.004706389863
955	0.004696182951
956	0.004691314305
957	0.004686441689
958	0.00467834355
959	0.00466376919
960	0.0046547003
961	0.004646972671
962	0.004644210411
963	0.004639442639
964	0.004632189494
965	0.00462854927
966	0.004605260871
967	0.004596488614
968	0.004587613117
969	0.004583376361
970	0.004579025413
971	0.004576190719
972	0.004572801295
973	0.00457013647
974	0.004565536936
975	0.004557682003
976	0.004551874702
977	0.004539734618
978	0.004531990911
979	0.004527879904
980	0.004511696411
981	0.004499899677
982	0.004494408014
983	0.004486688483
984	0.004474509829
985	0.004469802325
986	0.004466392259
987	0.004462956509
988	0.004456136156
989	0.004450234646
990	0.004445567661
991	0.004441454072
992	0.004437334582
993	0.00443234837
994	0.004427704167
995	0.004419137594
996	0.004413016349
997	0.004407371422
998	0.004397270958
999	0.004391418918
808
998	0.004459232468
999	0.004444375676
62
